Hidden Layer Sizes,Activation Function,Learning Rate,Batch Size,Number of Epochs,Accuracy (Train),Accuracy (Test),Training Time,dataset
"[4, 4]",relu,0.0001,32,15,0.16083109378814697,0.13464052975177765,4.934988737106323,wine_quality
"[4, 4]",relu,0.0001,32,20,0.22893419861793518,0.2052287608385086,6.559168815612793,wine_quality
"[4, 4]",relu,0.0001,64,10,0.05886879563331604,0.03660130873322487,1.896233081817627,wine_quality
"[4, 4]",relu,0.0001,64,15,0.08926510065793991,0.05882352963089943,2.6709282398223877,wine_quality
"[4, 4]",relu,0.0001,64,20,0.1150442510843277,0.08366013318300247,3.498840808868408,wine_quality
"[4, 4]",relu,0.0001,128,10,0.045979224145412445,0.0235294122248888,1.2250151634216309,wine_quality
"[4, 4]",relu,0.0001,128,15,0.05386687070131302,0.0313725508749485,1.847062110900879,wine_quality
"[4, 4]",relu,0.0001,128,20,0.06598691642284393,0.040522877126932144,2.5222549438476562,wine_quality
"[4, 4]",sigmoid,0.01,32,10,0.4355521500110626,0.4588235318660736,3.5887322425842285,wine_quality
"[4, 4]",sigmoid,0.01,32,15,0.4324740171432495,0.4588235318660736,4.680008888244629,wine_quality
"[4, 4]",sigmoid,0.01,32,20,0.43285879492759705,0.4588235318660736,5.903537034988403,wine_quality
"[4, 4]",sigmoid,0.01,64,10,0.4445940852165222,0.4745098054409027,1.8587210178375244,wine_quality
"[4, 4]",sigmoid,0.01,64,15,0.43670642375946045,0.4575163424015045,2.531309127807617,wine_quality
"[4, 4]",sigmoid,0.01,64,20,0.43208926916122437,0.4588235318660736,3.752498149871826,wine_quality
"[4, 4]",sigmoid,0.01,128,10,0.4236244857311249,0.42352941632270813,1.1538870334625244,wine_quality
"[4, 4]",sigmoid,0.01,128,15,0.44170835614204407,0.46405228972435,1.7401940822601318,wine_quality
"[4, 4]",sigmoid,0.01,128,20,0.4338206946849823,0.4601307213306427,2.350517988204956,wine_quality
"[4, 4]",sigmoid,0.001,32,10,0.34917277097702026,0.2823529541492462,2.991032838821411,wine_quality
"[4, 4]",sigmoid,0.001,32,15,0.35321277379989624,0.29019609093666077,4.2500739097595215,wine_quality
"[4, 4]",sigmoid,0.001,32,20,0.352250874042511,0.29281046986579895,5.913137197494507,wine_quality
"[4, 4]",sigmoid,0.001,64,10,0.3482108414173126,0.29150328040122986,1.669081687927246,wine_quality
"[4, 4]",sigmoid,0.001,64,15,0.34417083859443665,0.2823529541492462,2.7020671367645264,wine_quality
"[4, 4]",sigmoid,0.001,64,20,0.3445555865764618,0.2836601436138153,3.6429331302642822,wine_quality
"[4, 4]",sigmoid,0.001,128,10,0.4388226270675659,0.4614379107952118,1.1867890357971191,wine_quality
"[4, 4]",sigmoid,0.001,128,15,0.3591766059398651,0.3124183118343353,1.7529678344726562,wine_quality
"[4, 4]",sigmoid,0.001,128,20,0.3424394130706787,0.2862745225429535,2.3594810962677,wine_quality
"[4, 4]",sigmoid,0.0001,32,10,0.33435937762260437,0.2849673330783844,2.8846628665924072,wine_quality
"[4, 4]",sigmoid,0.0001,32,15,0.33435937762260437,0.2849673330783844,4.187723159790039,wine_quality
"[4, 4]",sigmoid,0.0001,32,20,0.34340131282806396,0.2836601436138153,5.90876317024231,wine_quality
"[4, 4]",sigmoid,0.0001,64,10,0.33435937762260437,0.2849673330783844,1.6588771343231201,wine_quality
"[4, 4]",sigmoid,0.0001,64,15,0.33435937762260437,0.2849673330783844,2.3429200649261475,wine_quality
"[4, 4]",sigmoid,0.0001,64,20,0.33435937762260437,0.2849673330783844,3.405205011367798,wine_quality
"[4, 4]",sigmoid,0.0001,128,10,0.33435937762260437,0.2849673330783844,1.1506330966949463,wine_quality
"[4, 4]",sigmoid,0.0001,128,15,0.33435937762260437,0.2849673330783844,1.7116332054138184,wine_quality
"[4, 4]",sigmoid,0.0001,128,20,0.33435937762260437,0.2849673330783844,2.2057201862335205,wine_quality
"[25, 30]",tanh,0.01,32,10,0.430550217628479,0.4562091529369354,2.7248618602752686,wine_quality
"[25, 30]",tanh,0.01,32,15,0.38841861486434937,0.40522876381874084,4.551027774810791,wine_quality
"[25, 30]",tanh,0.01,32,20,0.4107348918914795,0.45228758454322815,5.474792003631592,wine_quality
"[25, 30]",tanh,0.01,64,10,0.35956138372421265,0.29411765933036804,1.744230031967163,wine_quality
"[25, 30]",tanh,0.01,64,15,0.3759137988090515,0.3516339957714081,2.8777880668640137,wine_quality
"[25, 30]",tanh,0.01,64,20,0.39380529522895813,0.39084967970848083,4.239612102508545,wine_quality
"[25, 30]",tanh,0.01,128,10,0.3880338668823242,0.40784314274787903,1.3068528175354004,wine_quality
"[25, 30]",tanh,0.01,128,15,0.4184301793575287,0.4562091529369354,1.873478889465332,wine_quality
"[25, 30]",tanh,0.01,128,20,0.37764525413513184,0.4431372582912445,2.5714619159698486,wine_quality
"[25, 30]",tanh,0.001,32,10,0.3424394130706787,0.2862745225429535,3.316965103149414,wine_quality
"[25, 30]",tanh,0.001,32,15,0.3426317870616913,0.2967320382595062,8.846421003341675,wine_quality
"[25, 30]",tanh,0.001,32,20,0.3443632125854492,0.29150328040122986,6.946630954742432,wine_quality
"[25, 30]",tanh,0.001,64,10,0.34090033173561096,0.29150328040122986,3.0123820304870605,wine_quality
"[25, 30]",tanh,0.001,64,15,0.33782222867012024,0.2888889014720917,3.344083070755005,wine_quality
"[25, 30]",tanh,0.001,64,20,0.33647558093070984,0.2862745225429535,3.791342258453369,wine_quality
"[25, 30]",tanh,0.001,128,10,0.3470565676689148,0.29281046986579895,1.2005581855773926,wine_quality
"[25, 30]",tanh,0.001,128,15,0.34224700927734375,0.29542484879493713,1.7838718891143799,wine_quality
"[25, 30]",tanh,0.001,128,20,0.33378222584724426,0.2888889014720917,2.3797221183776855,wine_quality
"[25, 30]",tanh,0.0001,32,10,0.31127357482910156,0.2875817120075226,2.920717716217041,wine_quality
"[25, 30]",tanh,0.0001,32,15,0.34801846742630005,0.30718955397605896,4.204337120056152,wine_quality
"[25, 30]",tanh,0.0001,32,20,0.34667178988456726,0.3045751750469208,5.759012699127197,wine_quality
"[25, 30]",tanh,0.0001,64,10,0.25682955980300903,0.27450981736183167,1.6515309810638428,wine_quality
"[25, 30]",tanh,0.0001,64,15,0.3033859133720398,0.2875817120075226,2.5055301189422607,wine_quality
"[25, 30]",tanh,0.0001,64,20,0.33339744806289673,0.3006536066532135,3.3139991760253906,wine_quality
"[25, 30]",tanh,0.0001,128,10,0.15140438079833984,0.1882352977991104,1.1228439807891846,wine_quality
"[25, 30]",tanh,0.0001,128,15,0.20911888778209686,0.25882354378700256,1.7078227996826172,wine_quality
"[25, 30]",tanh,0.0001,128,20,0.2724124789237976,0.2718954384326935,2.3095967769622803,wine_quality
"[25, 30]",relu,0.01,32,10,0.11388995498418808,0.11241830140352249,2.7520298957824707,wine_quality
"[25, 30]",relu,0.01,32,15,0.041554443538188934,0.026143791154026985,4.126670837402344,wine_quality
"[25, 30]",relu,0.01,32,20,0.13774529099464417,0.08104575425386429,5.542649030685425,wine_quality
"[25, 30]",relu,0.01,64,10,0.3632166087627411,0.29411765933036804,1.7301230430603027,wine_quality
"[25, 30]",relu,0.01,64,15,0.2983839809894562,0.2222222238779068,2.4512150287628174,wine_quality
"[25, 30]",relu,0.01,64,20,0.17045016586780548,0.09150326997041702,3.4245550632476807,wine_quality
"[25, 30]",relu,0.01,128,10,0.3353212773799896,0.2862745225429535,1.1751649379730225,wine_quality
"[25, 30]",relu,0.01,128,15,0.3266640901565552,0.2692810595035553,1.7639920711517334,wine_quality
"[25, 30]",relu,0.01,128,20,0.19392073154449463,0.15163399279117584,2.1696271896362305,wine_quality
"[25, 30]",relu,0.001,32,10,0.349749892950058,0.3032679855823517,2.8852710723876953,wine_quality
"[25, 30]",relu,0.001,32,15,0.34724894165992737,0.2888889014720917,4.145779848098755,wine_quality
"[25, 30]",relu,0.001,32,20,0.35186609625816345,0.29281046986579895,5.582463979721069,wine_quality
"[25, 30]",relu,0.001,64,10,0.3453251123428345,0.2875817120075226,1.582533836364746,wine_quality
"[25, 30]",relu,0.001,64,15,0.34667178988456726,0.2862745225429535,2.5457050800323486,wine_quality
"[25, 30]",relu,0.001,64,20,0.34801846742630005,0.2888889014720917,3.440329074859619,wine_quality
"[25, 30]",relu,0.001,128,10,0.34417083859443665,0.2849673330783844,1.2903389930725098,wine_quality
"[25, 30]",relu,0.001,128,15,0.345709890127182,0.2823529541492462,1.907634973526001,wine_quality
"[25, 30]",relu,0.001,128,20,0.34994229674339294,0.2862745225429535,2.4012341499328613,wine_quality
"[25, 30]",relu,0.0001,32,10,0.3374374806880951,0.2849673330783844,2.718518018722534,wine_quality
"[25, 30]",relu,0.0001,32,15,0.34359368681907654,0.2823529541492462,4.070581912994385,wine_quality
"[25, 30]",relu,0.0001,32,20,0.34340131282806396,0.2810457646846771,5.370713233947754,wine_quality
"[25, 30]",relu,0.0001,64,10,0.3349364995956421,0.2862745225429535,1.602168083190918,wine_quality
"[25, 30]",relu,0.0001,64,15,0.336860328912735,0.2849673330783844,2.336887836456299,wine_quality
"[25, 30]",relu,0.0001,64,20,0.33955368399620056,0.2862745225429535,3.5738751888275146,wine_quality
"[25, 30]",relu,0.0001,128,10,0.33378222584724426,0.2849673330783844,1.3236699104309082,wine_quality
"[25, 30]",relu,0.0001,128,15,0.33435937762260437,0.2849673330783844,1.8984918594360352,wine_quality
"[25, 30]",relu,0.0001,128,20,0.3349364995956421,0.2849673330783844,2.8091368675231934,wine_quality
"[25, 30]",sigmoid,0.01,32,10,0.3382070064544678,0.2888889014720917,3.0022809505462646,wine_quality
"[25, 30]",sigmoid,0.01,32,15,0.4049634337425232,0.4431372582912445,4.089056015014648,wine_quality
"[25, 30]",sigmoid,0.01,32,20,0.43035784363746643,0.4431372582912445,5.640773773193359,wine_quality
"[25, 30]",sigmoid,0.01,64,10,0.3451327383518219,0.2993464171886444,1.888946771621704,wine_quality
"[25, 30]",sigmoid,0.01,64,15,0.34032320976257324,0.2875817120075226,2.5907230377197266,wine_quality
"[25, 30]",sigmoid,0.01,64,20,0.3420546352863312,0.2888889014720917,3.7641758918762207,wine_quality
"[25, 30]",sigmoid,0.01,128,10,0.42458638548851013,0.4588235318660736,1.1488161087036133,wine_quality
"[25, 30]",sigmoid,0.01,128,15,0.38976529240608215,0.3921568691730499,1.708949089050293,wine_quality
"[25, 30]",sigmoid,0.01,128,20,0.39380529522895813,0.3843137323856354,2.174999952316284,wine_quality
"[25, 30]",sigmoid,0.001,32,10,0.34224700927734375,0.29542484879493713,2.693315029144287,wine_quality
"[25, 30]",sigmoid,0.001,32,15,0.3449403643608093,0.2993464171886444,4.094774961471558,wine_quality
"[25, 30]",sigmoid,0.001,32,20,0.3484032452106476,0.3124183118343353,5.3728790283203125,wine_quality
"[25, 30]",sigmoid,0.001,64,10,0.34859561920166016,0.29150328040122986,1.6292078495025635,wine_quality
"[25, 30]",sigmoid,0.001,64,15,0.34686416387557983,0.29281046986579895,2.399247169494629,wine_quality
"[25, 30]",sigmoid,0.001,64,20,0.34609463810920715,0.2980392277240753,3.226209878921509,wine_quality
"[25, 30]",sigmoid,0.001,128,10,0.35263562202453613,0.2875817120075226,1.0863122940063477,wine_quality
"[25, 30]",sigmoid,0.001,128,15,0.35302039980888367,0.29281046986579895,1.6557939052581787,wine_quality
"[25, 30]",sigmoid,0.001,128,20,0.3495575189590454,0.29150328040122986,2.2672970294952393,wine_quality
"[25, 30]",sigmoid,0.0001,32,10,0.43343594670295715,0.4588235318660736,2.8018341064453125,wine_quality
"[25, 30]",sigmoid,0.0001,32,15,0.42247018218040466,0.4313725531101227,4.035153150558472,wine_quality
"[25, 30]",sigmoid,0.0001,32,20,0.36975759267807007,0.34117648005485535,5.398882150650024,wine_quality
"[25, 30]",sigmoid,0.0001,64,10,0.35513660311698914,0.29411765933036804,1.6001808643341064,wine_quality
"[25, 30]",sigmoid,0.0001,64,15,0.43343594670295715,0.4588235318660736,2.384242296218872,wine_quality
"[25, 30]",sigmoid,0.0001,64,20,0.43343594670295715,0.4588235318660736,3.2721080780029297,wine_quality
"[25, 30]",sigmoid,0.0001,128,10,0.33435937762260437,0.2849673330783844,1.0654749870300293,wine_quality
"[25, 30]",sigmoid,0.0001,128,15,0.33435937762260437,0.2849673330783844,1.829397201538086,wine_quality
"[25, 30]",sigmoid,0.0001,128,20,0.352250874042511,0.29150328040122986,2.1666128635406494,wine_quality
"[20, 25, 30]",tanh,0.01,32,10,0.3597537577152252,0.3346405327320099,2.9773712158203125,wine_quality
"[20, 25, 30]",tanh,0.01,32,15,0.3295498192310333,0.2875817120075226,4.473304748535156,wine_quality
"[20, 25, 30]",tanh,0.01,32,20,0.32801076769828796,0.2810457646846771,6.6912689208984375,wine_quality
"[20, 25, 30]",tanh,0.01,64,10,0.3137745261192322,0.2875817120075226,1.7753746509552002,wine_quality
"[20, 25, 30]",tanh,0.01,64,15,0.32435551285743713,0.30718955397605896,2.6123549938201904,wine_quality
"[20, 25, 30]",tanh,0.01,64,20,0.30242401361465454,0.2732026278972626,3.5152931213378906,wine_quality
"[20, 25, 30]",tanh,0.01,128,10,0.31069642305374146,0.27450981736183167,1.2363648414611816,wine_quality
"[20, 25, 30]",tanh,0.01,128,15,0.31262025237083435,0.2732026278972626,1.8508028984069824,wine_quality
"[20, 25, 30]",tanh,0.01,128,20,0.3099268972873688,0.2810457646846771,2.4877541065216064,wine_quality
"[20, 25, 30]",tanh,0.001,32,10,0.3224317133426666,0.27450981736183167,2.944700002670288,wine_quality
"[20, 25, 30]",tanh,0.001,32,15,0.32166218757629395,0.2692810595035553,7.629526853561401,wine_quality
"[20, 25, 30]",tanh,0.001,32,20,0.33070412278175354,0.27712419629096985,6.340195178985596,wine_quality
"[20, 25, 30]",tanh,0.001,64,10,0.3289726674556732,0.2823529541492462,1.7975361347198486,wine_quality
"[20, 25, 30]",tanh,0.001,64,15,0.323970764875412,0.2810457646846771,5.345465183258057,wine_quality
"[20, 25, 30]",tanh,0.001,64,20,0.3270488679409027,0.2888889014720917,6.420220851898193,wine_quality
"[20, 25, 30]",tanh,0.001,128,10,0.3272412419319153,0.27581700682640076,2.8314318656921387,wine_quality
"[20, 25, 30]",tanh,0.001,128,15,0.32801076769828796,0.27843138575553894,4.552322149276733,wine_quality
"[20, 25, 30]",tanh,0.001,128,20,0.32801076769828796,0.2810457646846771,7.313091993331909,wine_quality
"[20, 25, 30]",tanh,0.0001,32,10,0.3155059516429901,0.27973857522010803,5.3922460079193115,wine_quality
"[20, 25, 30]",tanh,0.0001,32,15,0.33185839653015137,0.2823529541492462,6.548859119415283,wine_quality
